STOP_FRISK_DATE,STOP_FRISK_DATE_DAYNO,STOP_FRISK_TIME,STOP_FRISK_TIME_DAYMIN,MONTH2,DAY2,ISSUING_OFFICER_RANK,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,SUSPECTED_CRIME_DESCRIPTION_EDITED,STOP_DURATION_MINUTES,SUSPECT_ARREST_OFFENSE,SUSPECT_ARREST_OFFENSE_EDITED,OFFICER_IN_UNIFORM_FLAG,WEAPON_FOUND_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_BORO_NAME
24-01-2019,24,20:15:00,1215,January,Thursday,POM,5,CRIMINAL TRESPASS,CRIMINAL TRESPASS,1,(null),NONE,N,N,"UPSET, CONFUSED",18,BLACK,5.1,150,NONE,MANHATTAN
24-01-2019,24,14:02:00,842,January,Thursday,POM,2,PETIT LARCENY,PETIT LARCENY,6,PETIT LARCENY,PETIT LARCENY,Y,N,CALM,14,BLACK,5.6,140,BLACK JACKET WITH HOOD,MANHATTAN
03-01-2019,3,21:15:00,1275,January,Thursday,POM,1,CPW,CPW,0,(null),NONE,Y,N,UPSET,20,BLACK,5.4,170,(null),MANHATTAN
17-01-2019,17,19:45:00,1185,January,Thursday,POM,2,CPW,CPW,2,(null),NONE,N,N,CALM,23,BLACK,6.5,320,(null),MANHATTAN
24-01-2019,24,04:45:00,285,January,Thursday,POF,2,BURGLARY,BURGLARY,10,(null),NONE,N,N,"NERVOUS, ANNOYED, RAMBLING",22,WHITE HISPANIC,5.9,180,UNK,MANHATTAN
10-01-2019,10,20:27:00,1227,January,Thursday,POM,0,ROBBERY,ROBBERY,2,ROBBERY,ROBBERY,N,N,CALM,16,WHITE HISPANIC,5.8,140,NONE,BRONX
03-01-2019,3,22:00:00,1320,January,Thursday,POM,1,CPW,CPW,5,CPW,CPW,N,Y,DEFEATED BUT APOLOGETIC,42,BLACK,6,180,(null),BRONX
03-01-2019,3,21:20:00,1280,January,Thursday,POM,1,CPW,CPW,10,(null),NONE,N,N,APOLOGETIC,27,BLACK,6.3,180,(null),BRONX
03-01-2019,3,22:00:00,1320,January,Thursday,POM,1,CPW,CPW,5,CPW,CPW,N,Y,UPSET AND APOLOGETIC,42,BLACK,6,190,(null),BRONX
31-01-2019,31,22:36:00,1356,January,Thursday,POM,1,ASSAULT,ASSAULT,14,(null),NONE,Y,N,COMPLIANT,18,BLACK,5.1,162,(null),BRONX
31-01-2019,31,21:00:00,1260,January,Thursday,POM,3,CPW,CPW,4,CPW,CPW,N,Y,APPARENTLY NORMAL,33,BLACK,5.9,180,TATTOO ALL OVER BODY,BRONX
17-01-2019,17,01:33:00,93,January,Thursday,POF,1,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,17,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,Y,Y,CALM,16,BLACK,6,185,NONE,BRONX
17-01-2019,17,05:20:00,320,January,Thursday,POM,0,CPW,CPW,5,(null),NONE,Y,N,ANGRY,51,BLACK,6.1,260,(null),BRONX
17-01-2019,17,01:33:00,93,January,Thursday,POF,1,PETIT LARCENY,PETIT LARCENY,17,(null),NONE,Y,N,TALKATIVE,25,WHITE HISPANIC,5.1,162,SCAR ON RIGHT CHEEK,BRONX
10-01-2019,10,15:10:00,910,January,Thursday,POM,1,CPW,CPW,5,CPW,CPW,N,N,UPSET,28,WHITE HISPANIC,5.5,265,NA,BRONX
17-01-2019,17,16:37:00,997,January,Thursday,POM,2,ROBBERY,ROBBERY,5,(null),NONE,Y,N,CALM,30,BLACK,6.1,160,(null),BRONX
17-01-2019,17,16:37:00,997,January,Thursday,POM,2,ROBBERY,ROBBERY,5,(null),NONE,Y,N,UNDERSTANDING,30,BLACK,5.11,200,(null),BRONX
10-01-2019,10,15:45:00,945,January,Thursday,POM,1,CPW,CPW,6,MURDER,OTHER,N,N,#N/A,17,BLACK HISPANIC,5.1,175,(null),BRONX
10-01-2019,10,15:45:00,945,January,Thursday,POM,1,MURDER,OTHER,6,MURDER,OTHER,N,N,#N/A,14,BLACK HISPANIC,5.6,145,(null),BRONX
31-01-2019,31,16:25:00,985,January,Thursday,POM,2,BURGLARY,BURGLARY,1,(null),NONE,N,N,ANGRY,37,BLACK,5.11,220,HOODIE,BRONX
24-01-2019,24,23:00:00,1380,January,Thursday,POM,1,CPW,CPW,10,(null),NONE,Y,N,UPSET,28,BLACK,6,180,(null),BROOKLYN
24-01-2019,24,00:03:00,3,January,Thursday,POM,1,ROBBERY,ROBBERY,5,ROBBERY,ROBBERY,N,Y,COOPERATIVE,18,BLACK,6.1,160,(null),BROOKLYN
24-01-2019,24,07:42:00,462,January,Thursday,POM,1,MENACING,MENACING,5,PETIT LARCENY,PETIT LARCENY,Y,Y,CALM,39,WHITE HISPANIC,5.6,145,(null),BROOKLYN
24-01-2019,24,00:03:00,3,January,Thursday,POM,1,ROBBERY,ROBBERY,5,ROBBERY,ROBBERY,N,Y,COOPERATIVE,18,BLACK,6.1,165,(null),BROOKLYN
24-01-2019,24,00:03:00,3,January,Thursday,POM,1,ROBBERY,ROBBERY,5,ROBBERY,ROBBERY,N,N,COOPERATIVE,17,BLACK,5.7,160,(null),BROOKLYN
31-01-2019,31,12:18:00,738,January,Thursday,POM,1,UNAUTHORIZED USE OF A VEHICLE,OTHER,1,UNAUTHORIZED USE OF A VEHICLE,OTHER,N,Y,COMPLIANT,26,WHITE,5.11,170,DISTINCT BIG NOSE.,BROOKLYN
31-01-2019,31,13:05:00,785,January,Thursday,POM,1,BURGLARY,BURGLARY,5,(null),NONE,Y,N,COOPERATIVE,39,BLACK,5.9,180,"SCAR ON BACK OF RIGHT HAND,",BROOKLYN
10-01-2019,10,17:05:00,1025,January,Thursday,POM,1,UNAUTHORIZED USE OF A VEHICLE,OTHER,24,UNAUTHORIZED USE OF A VEHICLE,OTHER,Y,Y,CALM,18,BLACK,6,180,UNKNOWN,BROOKLYN
10-01-2019,10,17:05:00,1025,January,Thursday,POM,1,UNAUTHORIZED USE OF A VEHICLE,OTHER,24,UNAUTHORIZED USE OF A VEHICLE,OTHER,Y,N,CALM,17,BLACK,5.1,150,UNKNOWN,BROOKLYN
24-01-2019,24,17:09:00,1029,January,Thursday,POM,0,BURGLARY,BURGLARY,190,(null),NONE,Y,N,CALM,17,WHITE,5.1,130,(null),BROOKLYN
10-01-2019,10,18:12:00,1092,January,Thursday,POM,1,PETIT LARCENY,PETIT LARCENY,15,(null),NONE,Y,N,CALM,41,WHITE,5.7,160,"MISSING TEETH, BLACK JACKET, BLACK JEANS, BLACK SNEAKERS",BROOKLYN
31-01-2019,31,17:56:00,1076,January,Thursday,POM,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,5,UNAUTHORIZED USE OF A VEHICLE,OTHER,Y,N,UPSET,34,WHITE,6.4,250,N/A,BROOKLYN
10-01-2019,10,22:20:00,1340,January,Thursday,POM,1,CPW,CPW,2,CPW,CPW,N,Y,HIGH,26,BLACK,5.6,160,(null),BROOKLYN
03-01-2019,3,21:47:00,1307,January,Thursday,POM,1,CPW,CPW,10,(null),NONE,N,N,AGGRESSIVE TOWARDS POTENTIAL C/V'S AND AGITATED,25,BLACK,6,160,"FACE TATTOO ""WILDLIFE""",BROOKLYN
03-01-2019,3,20:47:00,1247,January,Thursday,POM,1,CPW,CPW,12,(null),NONE,N,N,UPSET,26,BLACK,6,180,(null),BROOKLYN
10-01-2019,10,23:45:00,1425,January,Thursday,POM,1,CPW,CPW,5,(null),NONE,N,N,ANGRY,40,BLACK,5.1,225,(null),BROOKLYN
17-01-2019,17,23:36:00,1416,January,Thursday,POM,1,CPW,CPW,2,(null),NONE,N,N,NERVOUS/AGITATED,25,BLACK,5.9,170,HIGHLIGHTS IN HAIR,BROOKLYN
17-01-2019,17,21:20:00,1280,January,Thursday,LT,3,CRIMINAL TRESPASS,CRIMINAL TRESPASS,5,(null),NONE,N,N,CALM,15,BLACK,5.7,145,(null),BROOKLYN
31-01-2019,31,02:02:00,122,January,Thursday,POM,5,BURGLARY,BURGLARY,10,(null),NONE,Y,N,CALM,25,WHITE HISPANIC,5.5,160,"GREEN SHIRT, BLUE JEANS",BROOKLYN
03-01-2019,3,23:00:00,1380,January,Thursday,POM,10,ROBBERY,ROBBERY,15,(null),NONE,Y,N,IRATE,49,BLACK,6.1,250,BLACK COAT FUR HOOD,BROOKLYN
24-01-2019,24,17:37:00,1057,January,Thursday,POM,2,ROBBERY,ROBBERY,20,(null),NONE,Y,N,COOPERATIVE & LOUD,17,BLACK,6.3,150,UNK.,BROOKLYN
24-01-2019,24,18:10:00,1090,January,Thursday,POM,1,GRAND LARCENY,GRAND LARCENY,19,(null),NONE,Y,N,SUBJECT DID ACT ERRATIC,31,BLACK HISPANIC,5.6,190,"ORANGE AND BLACK JACKET, BLACK PANTS, BLACK SHOES",BROOKLYN
10-01-2019,10,20:36:00,1236,January,Thursday,POM,1,ASSAULT,ASSAULT,5,(null),NONE,Y,N,AGGITATED,27,WHITE HISPANIC,6,180,GREY SWEATSHIRT,QUEENS
24-01-2019,24,01:25:00,85,January,Thursday,POM,1,CPW,CPW,27,(null),NONE,N,Y,CALM,25,BLACK,6.1,200,(null),QUEENS
24-01-2019,24,19:11:00,1151,January,Thursday,POM,2,BURGLARY,BURGLARY,17,(null),NONE,N,Y,"ANGRY AT BEGINNING, COOPERATIVE AT END OF STOP",58,WHITE HISPANIC,5.9,170,"BLACK COAT, GREY SWEATSHIRT, DARK JEANS, HAT, UMBRELLA",QUEENS
10-01-2019,10,23:56:00,1436,January,Thursday,POM,1,MAKING GRAFFITI,OTHER,23,MAKING GRAFFITI,OTHER,Y,N,DEFENSIVE,28,WHITE,5.8,200,"RED JACKET, RED BOOTS, AND BLUE JEANS",QUEENS
24-01-2019,24,21:11:00,1271,January,Thursday,POM,1,AUTO STRIPPIG,OTHER,7,(null),NONE,N,N,VERBALLY COMABTIVE,23,WHITE HISPANIC,5.6,135,(null),QUEENS
31-01-2019,31,19:03:00,1143,January,Thursday,POM,1,BURGLARY,BURGLARY,10,(null),NONE,Y,N,AP NORMAL,31,WHITE,5.8,150,(null),QUEENS
03-01-2019,3,15:30:00,930,January,Thursday,POM,1,CPW,CPW,5,(null),NONE,N,N,COOPERATIVE,35,WHITE,5.6,180,"BLUE T-SHIRT, BLUE JEANS, BLACK HAT",QUEENS
24-01-2019,24,18:17:00,1097,January,Thursday,POM,1,GRAND LARCENY,GRAND LARCENY,8,BURGLARY,BURGLARY,Y,N,NERVOUS,31,WHITE HISPANIC,5.8,150,(null),QUEENS
03-01-2019,3,21:40:00,1300,January,Thursday,POM,1,OTHER,OTHER,1,CPW,CPW,N,Y,NERVOUS,20,BLACK,5.6,140,(null),BROOKLYN
18-01-2019,18,02:50:00,170,January,Friday,POM,2,ASSAULT,ASSAULT,5,ASSAULT,ASSAULT,Y,N,"HE STATES ""I WASN'T FIGHTING.""",20,ASIAN / PACIFIC ISLANDER,5.8,180,(null),MANHATTAN
11-01-2019,11,17:05:00,1025,January,Friday,POM,1,ASSAULT,ASSAULT,15,(null),NONE,Y,N,UPSET,46,WHITE HISPANIC,5.6,170,(null),MANHATTAN
25-01-2019,25,21:14:00,1274,January,Friday,POM,1,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,OTHER,6,OTHER,OTHER,Y,N,CALM,56,BLACK,6.4,180,"BLACK HOODED JACKET, BLACK BEANIE HAT.",MANHATTAN
25-01-2019,25,21:14:00,1274,January,Friday,POM,1,CRIMINAL SALE OF CONTROLLED SUBSTANCE,OTHER,6,(null),NONE,N,N,CALM.,55,WHITE HISPANIC,5.11,180,"BLACK JACKET, BLACK GLASSES.",MANHATTAN
25-01-2019,25,20:55:00,1255,January,Friday,POM,1,BURGLARY,BURGLARY,20,(null),NONE,Y,N,AGITATED,23,BLACK,5.8,160,(null),MANHATTAN
25-01-2019,25,18:46:00,1126,January,Friday,POM,1,CPW,CPW,5,(null),NONE,Y,N,COMBATIVE,15,BLACK,5,110,RED JACKET,MANHATTAN
04-01-2019,4,02:35:00,155,January,Friday,POM,2,CPW,CPW,15,(null),NONE,Y,N,UPSET BECAUSAE FRIEND CALLED POLICE AND SAID HE HAD A GUN,34,BLACK,5.7,210,N/A,MANHATTAN
18-01-2019,18,18:30:00,1110,January,Friday,POM,1,CPW,CPW,5,(null),NONE,Y,N,COMPLIANT,56,BLACK,6,195,(null),MANHATTAN
25-01-2019,25,20:05:00,1205,January,Friday,POM,1,CPW,CPW,1,CPW,CPW,Y,Y,CONFUSED,44,BLACK,6.1,220,SCAR ON CHEEK,MANHATTAN
11-01-2019,11,08:57:00,537,January,Friday,POM,1,ASSAULT,ASSAULT,3,ASSAULT,ASSAULT,Y,N,INTOX,25,BLACK HISPANIC,5.1,180,GREEN JACKET,MANHATTAN
18-01-2019,18,18:26:00,1106,January,Friday,POM,1,CRIMINAL TRESPASS,CRIMINAL TRESPASS,22,CRIMINAL TRESPASS,CRIMINAL TRESPASS,Y,N,"NERVOUS, EVASIVE,MISLEADING",21,WHITE HISPANIC,5.1,120,(null),MANHATTAN
18-01-2019,18,18:26:00,1106,January,Friday,POM,1,CRIMINAL TRESPASS,CRIMINAL TRESPASS,22,CRIMINAL TRESPASS,CRIMINAL TRESPASS,Y,N,NERVOUS,24,WHITE HISPANIC,5.5,180,(null),MANHATTAN
04-01-2019,4,02:40:00,160,January,Friday,POM,1,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,33,OTHER,OTHER,Y,N,COOPERATIVE THEN BELLIGERENT.,52,BLACK,5.11,180,GOTEE,MANHATTAN
18-01-2019,18,04:40:00,280,January,Friday,POF,1,CPW,CPW,4,(null),NONE,N,N,COMPLIANT,28,BLACK HISPANIC,5.8,165,NA,MANHATTAN
04-01-2019,4,16:30:00,990,January,Friday,POM,1,CPW,CPW,3,CPW,CPW,N,N,CALM,19,BLACK HISPANIC,5.1,170,(null),BRONX
25-01-2019,25,00:15:00,15,January,Friday,POM,3,CPW,CPW,10,(null),NONE,Y,N,NERVOUS,18,BLACK,5.1,130,(null),BRONX
18-01-2019,18,23:35:00,1415,January,Friday,POM,1,CPW,CPW,1,(null),NONE,N,N,NICE,30,BLACK,6,160,LONG SCAR ON FOREHEAD,BRONX
11-01-2019,11,01:20:00,80,January,Friday,LT,5,CPW,CPW,10,(null),NONE,N,N,AGITATED,23,ASIAN / PACIFIC ISLANDER,5.5,110,(null),BRONX
18-01-2019,18,01:00:00,60,January,Friday,POM,1,ROBBERY,ROBBERY,3,ROBBERY,ROBBERY,N,Y,APPARENTLY NORMAL,16,WHITE HISPANIC,5.1,130,(null),BRONX
18-01-2019,18,01:00:00,60,January,Friday,POM,1,ROBBERY,ROBBERY,3,ROBBERY,ROBBERY,N,Y,APPARENTLY NORMAL,21,BLACK,6,160,(null),BRONX
25-01-2019,25,21:30:00,1290,January,Friday,POM,1,CPW,CPW,10,(null),NONE,Y,N,ANGRY,20,BLACK,6.2,150,(null),BRONX
18-01-2019,18,15:48:00,948,January,Friday,POM,30,CPW,CPW,10,(null),NONE,N,N,CALM,17,BLACK,5.3,110,(null),BRONX
11-01-2019,11,01:00:00,60,January,Friday,POM,1,CPW,CPW,2,(null),NONE,N,N,UNDERSTANDING,18,BLACK,6,175,(null),BRONX
04-01-2019,4,16:00:00,960,January,Friday,POM,1,ASSAULT,ASSAULT,10,(null),NONE,Y,N,"?PSET, COOPERATIVE",25,BLACK,5.11,165,(null),BROOKLYN
11-01-2019,11,02:14:00,134,January,Friday,POM,1,UNAUTHORIZED USE OF A VEHICLE,OTHER,4,UNAUTHORIZED USE OF A VEHICLE,OTHER,N,N,CALM,28,WHITE,5.1,200,"SCARF, BLACK JACKET/HOODY, BLACK BACK PACK",BROOKLYN
04-01-2019,4,07:00:00,420,January,Friday,POM,0,GRAND LARCENY AUTO,GRAND LARCENY AUTO,25,GRAND LARCENY AUTO,GRAND LARCENY AUTO,Y,N,NORMAL,37,WHITE,5.1,195,(null),BROOKLYN
11-01-2019,11,21:41:00,1301,January,Friday,POM,3,ASSAULT,ASSAULT,20,(null),NONE,Y,N,NERVOUS,26,BLACK,5.11,180,CV,BROOKLYN
25-01-2019,25,13:30:00,810,January,Friday,POM,1,PETIT LARCENY,PETIT LARCENY,5,PETIT LARCENY,PETIT LARCENY,N,N,AGGRAVATED,18,BLACK,6,150,(null),BROOKLYN
11-01-2019,11,17:05:00,1025,January,Friday,POM,1,UNAUTHORIZED USE OF A VEHICLE,OTHER,24,UNAUTHORIZED USE OF A VEHICLE,OTHER,Y,N,CALM,18,BLACK,5.8,160,(null),BROOKLYN
11-01-2019,11,17:05:00,1025,January,Friday,POM,1,UNAUTHORIZED USE OF A VEHICLE,OTHER,24,UNAUTHORIZED USE OF A VEHICLE,OTHER,Y,N,AGITATED,17,BLACK,5.1,155,UNKNOWN,BROOKLYN
04-01-2019,4,19:50:00,1190,January,Friday,POM,3,CRIMINAL POSSESSION OF MARIHUANA,CRIMINAL POSSESSION OF MARIHUANA,10,(null),NONE,Y,N,NERVIOUS,25,BLACK,6.1,215,UNKNOWN,BROOKLYN
25-01-2019,25,08:55:00,535,January,Friday,POM,0,CRIMINAL POSSESSION OF MARIHUANA,CRIMINAL POSSESSION OF MARIHUANA,1,(null),NONE,Y,N,CALM,19,BLACK,6.1,170,UNK,BROOKLYN
18-01-2019,18,04:35:00,275,January,Friday,POM,1,BURGLARY,BURGLARY,5,BURGLARY,BURGLARY,Y,N,UPSET,28,BLACK,5.11,160,"BLACK BOOK BAG, BLACK MASK OVER FACE",BROOKLYN
04-01-2019,4,07:15:00,435,January,Friday,POM,1,CPW,CPW,3,(null),NONE,Y,N,CALM,30,BLACK,6,165,(null),BROOKLYN
04-01-2019,4,11:09:00,669,January,Friday,POM,1,CPW,CPW,10,CPW,CPW,Y,Y,COMPLIANT,36,BLACK,5.1,170,NONE,BROOKLYN
04-01-2019,4,12:15:00,735,January,Friday,POM,1,CPW,CPW,5,CPW,CPW,N,Y,CALM,35,BLACK,6.6,240,(null),BROOKLYN
04-01-2019,4,12:15:00,735,January,Friday,POM,1,CPW,CPW,5,CPW,CPW,N,N,CALM,21,BLACK,5.11,250,(null),BROOKLYN
18-01-2019,18,20:50:00,1250,January,Friday,POM,1,ROBBERY,ROBBERY,14,(null),NONE,Y,N,CALM,22,BLACK,5.2,150,(null),BROOKLYN
18-01-2019,18,20:50:00,1250,January,Friday,POM,1,ROBBERY,ROBBERY,14,(null),NONE,Y,N,CALM,21,BLACK,5.11,160,(null),BROOKLYN
18-01-2019,18,20:50:00,1250,January,Friday,POM,1,ROBBERY,ROBBERY,14,(null),NONE,Y,N,CALM,35,BLACK,5.5,185,(null),BROOKLYN
04-01-2019,4,22:35:00,1355,January,Friday,POM,1,CRIMINAL TRESPASS,CRIMINAL TRESPASS,10,(null),NONE,Y,N,INDIFFERENT,20,BLACK,6,180,(null),BROOKLYN
04-01-2019,4,22:35:00,1355,January,Friday,POM,1,CRIMINAL TRESPASS,CRIMINAL TRESPASS,10,(null),NONE,Y,N,UNINTERESTED,18,BLACK,5.1,150,(null),BROOKLYN
04-01-2019,4,22:35:00,1355,January,Friday,POM,1,CRIMINAL TRESPASS,CRIMINAL TRESPASS,10,(null),NONE,Y,N,INDIFFERENT,20,BLACK,6.4,200,(null),BROOKLYN
18-01-2019,18,21:20:00,1280,January,Friday,POM,1,CPW,CPW,5,(null),NONE,N,N,CALM AFTER OFFICER EXPLAINED SITUATION,18,BLACK,5.1,150,(null),BROOKLYN
25-01-2019,25,17:15:00,1035,January,Friday,POM,1,ASSAULT,ASSAULT,5,OTHER,OTHER,Y,N,CALM,43,BLACK,5.8,170,"TATTOO OF THE WORD ""ZIGGY""",BROOKLYN
18-01-2019,18,19:20:00,1160,January,Friday,POM,1,BURGLARY,BURGLARY,35,(null),NONE,Y,N,CALM,26,BLACK,5.2,140,(null),BROOKLYN
25-01-2019,25,22:58:00,1378,January,Friday,POM,1,CPW,CPW,4,(null),NONE,N,N,NERVOUS/AGITATED,30,BLACK,6,250,(null),BROOKLYN
04-01-2019,4,16:15:00,975,January,Friday,POM,1,ASSAULT,ASSAULT,5,(null),NONE,Y,N,COMBATIVE,21,BLACK,5.8,160,BLACK JACKET/BLUE JEANS,BROOKLYN
18-01-2019,18,22:07:00,1327,January,Friday,POM,1,CPW,CPW,15,(null),NONE,N,N,#N/A,21,WHITE HISPANIC,6,175,(null),BROOKLYN
18-01-2019,18,22:07:00,1327,January,Friday,POM,1,CPW,CPW,15,(null),NONE,N,N,#N/A,21,WHITE HISPANIC,5.8,250,(null),BROOKLYN
04-01-2019,4,22:44:00,1364,January,Friday,POM,1,CPW,CPW,1,(null),NONE,N,N,CALM AND UNDERSTANDING,15,BLACK,5.1,140,(null),BROOKLYN
04-01-2019,4,23:50:00,1430,January,Friday,DTS,2,CPW,CPW,4,(null),NONE,N,N,CALM,30,BLACK,5.11,170,(null),BROOKLYN
18-01-2019,18,22:59:00,1379,January,Friday,POM,1,ROBBERY,ROBBERY,5,ROBBERY,ROBBERY,Y,N,VERY ANXIOUS,24,BLACK,5.6,156,(null),BROOKLYN
18-01-2019,18,22:59:00,1379,January,Friday,POM,1,ROBBERY,ROBBERY,5,ROBBERY,ROBBERY,Y,N,SURPRISE AND ANXIOUS,21,WHITE,4.11,180,(null),BROOKLYN
18-01-2019,18,23:15:00,1395,January,Friday,SGT,3,CPW,CPW,10,(null),NONE,N,N,NERVOUS,49,BLACK,5.8,150,(null),BROOKLYN
18-01-2019,18,23:10:00,1390,January,Friday,POM,3,CPW,CPW,10,CPW,CPW,N,Y,NERVOUS,27,(null),5.1,160,N/A,BROOKLYN
18-01-2019,18,23:15:00,1395,January,Friday,POM,3,CPW,CPW,10,(null),NONE,N,N,NERVOUS,33,BLACK,5.11,200,(null),BROOKLYN
18-01-2019,18,22:15:00,1335,January,Friday,POM,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,10,(null),NONE,N,N,CALM,27,BLACK,5.9,170,(null),BROOKLYN
04-01-2019,4,22:27:00,1347,January,Friday,POM,1,CPW,CPW,2,(null),NONE,Y,N,SARCASTIC,30,BLACK,5.1,180,(null),BROOKLYN
18-01-2019,18,12:00:00,720,January,Friday,POM,0,ROBBERY,ROBBERY,10,(null),NONE,N,N,NERVOUS,49,BLACK,6.1,190,UNKNOWN,BROOKLYN
04-01-2019,4,21:28:00,1288,January,Friday,POM,2,ROBBERY,ROBBERY,20,(null),NONE,Y,N,#N/A,35,BLACK,5.8,140,(null),BROOKLYN
11-01-2019,11,21:05:00,1265,January,Friday,POM,1,ASSAULT,ASSAULT,7,ASSAULT,ASSAULT,Y,N,APP NORMAL,19,BLACK,5.11,180,BLUE HOODIE WHITE SNEAKERS BLACK SWEAT PANTS,BROOKLYN
25-01-2019,25,03:24:00,204,January,Friday,POM,1,ROBBERY,ROBBERY,3,(null),NONE,Y,N,COOPERATIVE,24,BLACK,5.7,140,(null),BROOKLYN
25-01-2019,25,12:40:00,760,January,Friday,POM,1,BURGLARY,BURGLARY,2,(null),NONE,N,N,IRATE,25,BLACK,6,200,(null),QUEENS
25-01-2019,25,12:40:00,760,January,Friday,POM,1,BURGLARY,BURGLARY,2,(null),NONE,N,N,CALM,25,BLACK,5.1,180,(null),QUEENS
11-01-2019,11,17:30:00,1050,January,Friday,POM,1,ROBBERY,ROBBERY,30,PETIT LARCENY,PETIT LARCENY,N,N,#N/A,16,BLACK,5.11,140,NA,QUEENS
04-01-2019,4,19:46:00,1186,January,Friday,POM,1,PETIT LARCENY,PETIT LARCENY,10,(null),NONE,Y,N,CALM,17,ASIAN / PACIFIC ISLANDER,5.6,135,(null),QUEENS
18-01-2019,18,16:20:00,980,January,Friday,POM,0,BURGLARY,BURGLARY,10,(null),NONE,Y,N,COOPERATIVE,14,WHITE HISPANIC,5.7,130,BLACK JACKET,QUEENS
18-01-2019,18,10:16:00,616,January,Friday,POF,1,ASSAULT,ASSAULT,10,ASSAULT,ASSAULT,Y,Y,NORMAL,31,WHITE HISPANIC,5.7,170,N/A,QUEENS
18-01-2019,18,14:55:00,895,January,Friday,POM,3,ASSAULT,ASSAULT,5,(null),NONE,Y,N,MAD,17,WHITE HISPANIC,5.1,160,(null),QUEENS
18-01-2019,18,14:55:00,895,January,Friday,POM,3,ASSAULT,ASSAULT,5,(null),NONE,Y,N,NERVOUS,16,WHITE HISPANIC,5.9,150,(null),QUEENS
25-01-2019,25,03:00:00,180,January,Friday,POM,1,GRAND LARCENY,GRAND LARCENY,13,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,N,N,CALM,20,BLACK HISPANIC,5.9,205,"BLUE HOODY, BLACK JEANS",QUEENS
25-01-2019,25,19:10:00,1150,January,Friday,POM,1,ROBBERY,ROBBERY,30,ROBBERY,ROBBERY,Y,Y,UPSET AND NERVOUS,17,WHITE HISPANIC,5.6,130,"BLACK SKI MASK, BLACK ADIDAS TRACK PANTS WITH THREE WHITE LINES, DARK BLUE HOODI",QUEENS
19-01-2019,19,03:20:00,200,January,Saturday,POM,1,CPSP,OTHER,15,CPSP,OTHER,N,N,NERVOUS,21,WHITE HISPANIC,6,160,(null),MANHATTAN
19-01-2019,19,03:20:00,200,January,Saturday,POM,1,CPSP,OTHER,15,CPSP,OTHER,N,N,NERVOUS,28,WHITE HISPANIC,5.1,150,(null),MANHATTAN
19-01-2019,19,03:20:00,200,January,Saturday,POM,1,CPSP,OTHER,15,CPSP,OTHER,Y,N,NERVOUS,34,WHITE HISPANIC,5.1,250,(null),MANHATTAN
05-01-2019,5,10:03:00,603,January,Saturday,POM,1,ROBBERY,ROBBERY,1,ROBBERY,ROBBERY,Y,Y,UPSET,38,WHITE,5.9,170,"BLACK BUBBLE JACKET, BLACK ADIDAS PANTS, BLACK SUIT CASE",MANHATTAN
05-01-2019,5,04:50:00,290,January,Saturday,POM,1,ROBBERY,ROBBERY,10,(null),NONE,Y,N,CLAIM,21,BLACK,5.9,170,$ ON LEFT HAND,MANHATTAN
05-01-2019,5,04:50:00,290,January,Saturday,POM,1,ROBBERY,ROBBERY,10,(null),NONE,Y,N,CALM,22,BLACK,5.11,180,(null),MANHATTAN
05-01-2019,5,04:50:00,290,January,Saturday,POM,1,ROBBERY,ROBBERY,10,(null),NONE,Y,N,CALM,20,BLACK,6.3,200,(null),MANHATTAN
19-01-2019,19,00:15:00,15,January,Saturday,POM,1,ROBBERY,ROBBERY,2,ROBBERY,ROBBERY,N,Y,YELLING AND LAUGHING,13,BLACK,5.4,160,RED HOODIE,MANHATTAN
12-01-2019,12,22:03:00,1323,January,Saturday,POM,3,CPW,CPW,3,(null),NONE,N,N,NERVOUS,15,WHITE HISPANIC,5.8,150,"BLACK COAT, BLACK PANTS, BLACK HOODY",MANHATTAN
12-01-2019,12,15:10:00,910,January,Saturday,POF,1,CPW,CPW,5,CPW,CPW,N,Y,CALM,23,WHITE HISPANIC,5.3,140,(null),MANHATTAN
12-01-2019,12,22:30:00,1350,January,Saturday,POM,1,CPW,CPW,7,(null),NONE,N,N,AGGRAVATED,20,BLACK,5.7,140,SKI-MASK,MANHATTAN
12-01-2019,12,22:25:00,1345,January,Saturday,POM,0,RECKLESS ENDANGERMENT,OTHER,2,(null),NONE,N,N,UNDERSTANDING,18,BLACK,5.9,180,(null),MANHATTAN
19-01-2019,19,19:43:00,1183,January,Saturday,POM,2,AUTO STRIPPIG,OTHER,11,AUTO STRIPPIG,OTHER,N,N,CALM,25,WHITE HISPANIC,5.8,160,(null),MANHATTAN
