STOP_FRISK_DATE,STOP_FRISK_DATE_DAYNO,STOP_FRISK_TIME,STOP_FRISK_TIME_DAYMIN,MONTH2,DAY2,ISSUING_OFFICER_RANK,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,SUSPECTED_CRIME_DESCRIPTION_EDITED,STOP_DURATION_MINUTES,SUSPECT_ARREST_OFFENSE,SUSPECT_ARREST_OFFENSE_EDITED,OFFICER_IN_UNIFORM_FLAG,WEAPON_FOUND_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_BORO_NAME
13-06-2019,164,16:00:00,960,June,Thursday,POM,0,PETIT LARCENY,PETIT LARCENY,30,PETIT LARCENY,PETIT LARCENY,N,N,UPSET,30,BLACK,6,200,"WHITE HOODIE, WHITE HAT, GREEN SNEAKERS & GREY JEANS",BROOKLYN
13-06-2019,164,00:39:00,39,June,Thursday,POM,1,OTHER,OTHER,10,(null),NONE,Y,N,COMPLIANCE,46,WHITE,5.1,200,WEARING PANTS AND A SHIRT,BROOKLYN
20-06-2019,171,19:50:00,1190,June,Thursday,POM,1,PETIT LARCENY,PETIT LARCENY,15,PETIT LARCENY,PETIT LARCENY,Y,N,CALM,15,BLACK,5.1,160,"BLACK JACKET, BLACK SWEAT PANTS",BROOKLYN
20-06-2019,171,19:50:00,1190,June,Thursday,POM,1,PETIT LARCENY,PETIT LARCENY,15,PETIT LARCENY,PETIT LARCENY,Y,N,CALM,16,BLACK,6,150,"BLACK JACKET, BLACK SWEAT PANTS",BROOKLYN
20-06-2019,171,19:50:00,1190,June,Thursday,POM,1,PETIT LARCENY,PETIT LARCENY,15,PETIT LARCENY,PETIT LARCENY,Y,N,CALM,15,BLACK,5.1,155,GREY SWEATS AND GREY SWEAT PANTS,BROOKLYN
06-06-2019,157,23:09:00,1389,June,Thursday,POM,0,CPW,CPW,8,(null),NONE,Y,N,UNDERSTANDING,40,BLACK,5.6,150,(null),BROOKLYN
06-06-2019,157,23:42:00,1422,June,Thursday,SGT,5,OTHER,OTHER,5,(null),NONE,Y,N,CONFUSED,25,BLACK,5.6,160,NONE,BROOKLYN
13-06-2019,164,01:11:00,71,June,Thursday,SGT,1,BURGLARY,BURGLARY,5,(null),NONE,Y,Y,CALM,31,BLACK,6.1,190,(null),BROOKLYN
06-06-2019,157,16:51:00,1011,June,Thursday,POM,1,CPW,CPW,5,(null),NONE,N,N,"IRATE, NERVOUS",19,BLACK,5.8,150,(null),BROOKLYN
13-06-2019,164,00:04:00,4,June,Thursday,POM,1,CPW,CPW,1,(null),NONE,N,N,UNCOOPERATIVE AND WALKED OFF,24,BLACK,6.1,170,(null),BROOKLYN
20-06-2019,171,01:20:00,80,June,Thursday,POM,1,BURGLARY,BURGLARY,5,(null),NONE,N,Y,CALM,27,BLACK,5.8,160,(null),BROOKLYN
06-06-2019,157,01:45:00,105,June,Thursday,POM,1,CPW,CPW,10,(null),NONE,N,N,NERVOUS,36,BLACK,6,200,UNK,BROOKLYN
06-06-2019,157,23:10:00,1390,June,Thursday,DTS,1,CPW,CPW,5,(null),NONE,N,N,DRUNK AND ANGRY,20,BLACK,5.7,150,(null),BROOKLYN
13-06-2019,164,18:20:00,1100,June,Thursday,POM,1,CRIMINAL POSSESSION OF MARIHUANA,CRIMINAL POSSESSION OF MARIHUANA,15,OTHER,OTHER,Y,Y,"AGITATED, ANGRY",39,BLACK,6.4,250,TATTOOS,BROOKLYN
13-06-2019,164,01:55:00,115,June,Thursday,DTS,1,ASSAULT,ASSAULT,18,(null),NONE,N,N,CALM,34,BLACK,5.1,250,(null),BROOKLYN
13-06-2019,164,01:55:00,115,June,Thursday,SSA,1,CPW,CPW,18,(null),NONE,N,N,CALM,35,BLACK,5.7,230,(null),BROOKLYN
13-06-2019,164,19:05:00,1145,June,Thursday,POM,5,ROBBERY,ROBBERY,6,(null),NONE,Y,N,CALM / FRUSTRATED,16,BLACK,6.1,125,(null),BROOKLYN
06-06-2019,157,17:09:00,1029,June,Thursday,POM,1,OTHER,OTHER,15,(null),NONE,Y,N,CALM,18,BLACK,5.7,145,(null),BROOKLYN
27-06-2019,178,10:15:00,615,June,Thursday,POM,3,CRIMINAL SALE OF CONTROLLED SUBSTANCE,OTHER,2,CRIMINAL SALE OF CONTROLLED SUBS,OTHER,N,Y,CONFUSED,55,BLACK,5.5,120,(null),BROOKLYN
20-06-2019,171,12:26:00,746,June,Thursday,POM,1,FORCIBLE TOUCHING,OTHER,13,(null),NONE,Y,N,CALM,33,WHITE,6,160,WHITE SHIRT,QUEENS
20-06-2019,171,12:26:00,746,June,Thursday,POM,1,FORCIBLE TOUCHING,OTHER,13,FORCIBLE TOUCHING,OTHER,Y,N,CALM,35,WHITE,5.8,160,"BLUE LONG SLEEVE SHIRT, GRAY SWEATPANTS, BLUE SNEAKERS",QUEENS
20-06-2019,171,04:26:00,266,June,Thursday,POM,1,CPW,CPW,5,(null),NONE,Y,N,CALM,25,BLACK,6.2,175,(null),QUEENS
20-06-2019,171,04:26:00,266,June,Thursday,POM,1,CPW,CPW,5,(null),NONE,Y,N,CALM,23,BLACK,6.2,240,(null),QUEENS
27-06-2019,178,01:15:00,75,June,Thursday,POM,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,10,CPW,CPW,N,Y,NERVOUS,17,BLACK,5.7,150,NONE,QUEENS
06-06-2019,157,23:51:00,1431,June,Thursday,POM,1,CPW,CPW,2,MENACING,MENACING,N,Y,COMPLIANT,32,BLACK,6.1,350,(null),QUEENS
27-06-2019,178,17:30:00,1050,June,Thursday,POM,15,ROBBERY,ROBBERY,15,ROBBERY,ROBBERY,Y,N,UPSET,18,BLACK,5.6,190,YELLOW DU RAG,QUEENS
27-06-2019,178,17:10:00,1030,June,Thursday,POM,0,ASSAULT,ASSAULT,5,(null),NONE,Y,N,HIGHLY AGITATED,36,BLACK,5.1,200,(null),QUEENS
13-06-2019,164,00:51:00,51,June,Thursday,POM,2,ROBBERY,ROBBERY,21,ROBBERY,ROBBERY,Y,Y,ANGRY,19,WHITE HISPANIC,5.9,200,(null),STATEN ISLAND
28-06-2019,179,22:35:00,1355,June,Friday,POM,1,ASSAULT,ASSAULT,5,ASSAULT,ASSAULT,Y,N,CALM/ INTOXICATED FOR ALCOHOL,32,BLACK HISPANIC,5.11,160,(null),MANHATTAN
21-06-2019,172,23:55:00,1435,June,Friday,POM,0,PETIT LARCENY,PETIT LARCENY,10,PETIT LARCENY,PETIT LARCENY,N,N,"ANXIOUS, ARGUEMENTIVE",50,BLACK,5.9,220,NO RIGHT EYE,MANHATTAN
14-06-2019,165,16:12:00,972,June,Friday,POM,1,PETIT LARCENY,PETIT LARCENY,1,PETIT LARCENY,PETIT LARCENY,Y,N,UPSET,47,WHITE HISPANIC,5.1,150,"MAROON SHIRT, GLASSES, JEANS",MANHATTAN
14-06-2019,165,19:09:00,1149,June,Friday,POM,1,PETIT LARCENY,PETIT LARCENY,6,PETIT LARCENY,PETIT LARCENY,Y,N,ANNOYED,54,BLACK,5.7,200,"FEDORA, TURQUOISE BUTTON DOWN SHIRT",MANHATTAN
28-06-2019,179,18:50:00,1130,June,Friday,POM,1,ASSAULT,ASSAULT,7,ASSAULT,ASSAULT,Y,N,"CALM, COMPLIANT",21,BLACK,5.7,215,"WHITE TANK TOP, RED DURAG, YELLOW BASKETBALL SHORTS",MANHATTAN
07-06-2019,158,00:24:00,24,June,Friday,POM,3,ROBBERY,ROBBERY,11,(null),NONE,N,N,"ANGRY, UPSET",25,BLACK,5.9,175,"BLACK SHIRT, BLACK PANTS",MANHATTAN
07-06-2019,158,17:17:00,1037,June,Friday,POM,1,ASSAULT,ASSAULT,1,(null),NONE,Y,N,CALM,16,BLACK,5.1,130,NONE,MANHATTAN
07-06-2019,158,18:55:00,1135,June,Friday,SGT,1,CPW,CPW,1,OTHER,OTHER,N,N,AGGITATED COMBATIVE,14,BLACK,5.6,130,"WHITE HOODY, BLACK SWEATPANTS",MANHATTAN
07-06-2019,158,22:56:00,1376,June,Friday,POM,5,CPW,CPW,2,(null),NONE,N,N,CALM,18,BLACK HISPANIC,5.7,150,"GRAY HOODY, GRAY SWEAT PANTS, PURPLE DURAG",MANHATTAN
21-06-2019,172,12:13:00,733,June,Friday,POM,1,ASSAULT,ASSAULT,15,(null),NONE,Y,N,AGGRESSIVE AND HOSTILE,30,BLACK,6,165,BLACK JACKET,MANHATTAN
14-06-2019,165,22:01:00,1321,June,Friday,SGT,3,CPW,CPW,4,(null),NONE,N,N,DEFENSIVE,21,BLACK,5.7,150,"GRAY HOODY, BLUE JEANS",MANHATTAN
14-06-2019,165,21:39:00,1299,June,Friday,POM,1,BURGLARY,BURGLARY,3,CRIMINAL TRESPASS,CRIMINAL TRESPASS,Y,N,NERVOUS ; HEART BEATING OUT OF CHEST,15,BLACK,5.9,120,CAST ON LEFT ARM,MANHATTAN
21-06-2019,172,19:24:00,1164,June,Friday,POM,1,MURDER,OTHER,1,MURDER,OTHER,N,N,NERVOUS,24,WHITE HISPANIC,5.8,210,"WHITE T-SHIRT, BLUE JEANS, WHITE AND ORANGE SNEAKERS",MANHATTAN
07-06-2019,158,22:17:00,1337,June,Friday,POM,1,ROBBERY,ROBBERY,4,(null),NONE,N,N,ANGRY,16,BLACK,6,160,(null),MANHATTAN
28-06-2019,179,07:50:00,470,June,Friday,POM,2,BURGLARY,BURGLARY,1,BURGLARY,BURGLARY,Y,Y,CALM,42,WHITE HISPANIC,5.5,160,TATTOOS ON NECK,MANHATTAN
14-06-2019,165,20:03:00,1203,June,Friday,POM,0,CPW,CPW,0,(null),NONE,Y,N,OUT OF BREATH,17,BLACK,5.9,160,(null),BRONX
14-06-2019,165,23:16:00,1396,June,Friday,POM,1,CPW,CPW,1,CPW,CPW,N,Y,"NERVOUS, SHAKING, BLADING HIS BODY",29,BLACK,5.9,160,(null),BRONX
14-06-2019,165,20:05:00,1205,June,Friday,POM,2,CPW,CPW,5,(null),NONE,N,N,"SCARED, NERVOUS, OUT OF BREATH",15,BLACK,5.8,130,(null),BRONX
21-06-2019,172,18:01:00,1081,June,Friday,POM,1,CPW,CPW,7,(null),NONE,Y,N,CALM,19,BLACK,6.1,160,DREADLOCKS,BRONX
21-06-2019,172,18:01:00,1081,June,Friday,POM,1,CPW,CPW,7,(null),NONE,Y,N,CALM,22,BLACK,5.11,170,SHORT DREAD LOCKS,BRONX
14-06-2019,165,01:38:00,98,June,Friday,POM,1,ROBBERY,ROBBERY,0,CRIMINAL POSSESSION OF CONTROLLE,OTHER,N,N,NERVOUS,25,BLACK,5.8,150,TATTOO UNDER LEFT EYE,BRONX
14-06-2019,165,02:20:00,140,June,Friday,POM,1,BURGLARY,BURGLARY,30,(null),NONE,Y,N,"INTOXICATED, UPSET, SUICIDAL",23,BLACK HISPANIC,5.6,150,(null),BRONX
07-06-2019,158,02:14:00,134,June,Friday,POM,1,ROBBERY,ROBBERY,30,(null),NONE,Y,N,UNDERSTANDING AND COMPLIANT,33,BLACK,5.11,170,FACIAL HAIR,BRONX
28-06-2019,179,19:07:00,1147,June,Friday,POM,1,BURGLARY,BURGLARY,10,(null),NONE,Y,N,UPSET,48,BLACK,5.1,165,WHITE TEE SHIRT,BRONX
14-06-2019,165,20:25:00,1225,June,Friday,POM,1,ASSAULT,ASSAULT,5,(null),NONE,N,N,NORMAL,48,WHITE,5.1,110,(null),BRONX
14-06-2019,165,21:00:00,1260,June,Friday,POM,1,ASSAULT,ASSAULT,10,(null),NONE,N,N,NORMAL,55,WHITE,6,120,(null),BRONX
28-06-2019,179,16:28:00,988,June,Friday,POM,1,MENACING,MENACING,2,(null),NONE,Y,N,COMPLIANT AND UNDERSTANDING OF REASON FOR STOP,51,WHITE HISPANIC,5.7,180,WHITE SHIRT,BRONX
28-06-2019,179,21:07:00,1267,June,Friday,POM,1,CPW,CPW,5,CRIMINAL SALE OF CONTROLLED SUBS,OTHER,Y,N,"COMBATIVE, NERVOUS, SHAKING.",25,BLACK HISPANIC,5.8,160,(null),BRONX
07-06-2019,158,03:05:00,185,June,Friday,POM,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,5,(null),NONE,N,N,ARROGANT,20,BLACK,6,150,GREEN & WHITE JACKET,BRONX
14-06-2019,165,10:25:00,625,June,Friday,POF,1,GRAND LARCENY,GRAND LARCENY,15,GRAND LARCENY,GRAND LARCENY,Y,N,SURPRISED,27,BLACK,5.5,170,(null),BRONX
14-06-2019,165,10:50:00,650,June,Friday,POM,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,22,GRAND LARCENY,GRAND LARCENY,Y,N,#N/A,25,BLACK,5.5,160,NA,BROOKLYN
21-06-2019,172,02:29:00,149,June,Friday,POM,1,CPW,CPW,2,CPW,CPW,N,Y,NERVOUS,41,BLACK,5.8,200,(null),BROOKLYN
07-06-2019,158,20:33:00,1233,June,Friday,POM,0,MENACING,MENACING,15,MENACING,MENACING,N,Y,#N/A,33,BLACK,5.6,130,TAURUS TATTOO,BROOKLYN
07-06-2019,158,20:05:00,1205,June,Friday,POM,1,CPW,CPW,5,(null),NONE,N,N,COMPLIANT,43,BLACK,5.9,200,HEAD SCARF,BROOKLYN
07-06-2019,158,15:14:00,914,June,Friday,POM,8,ROBBERY,ROBBERY,13,(null),NONE,Y,N,UPSET,19,BLACK,6.4,150,NIKE OLIVE GREEN HOODIE,BROOKLYN
07-06-2019,158,01:40:00,100,June,Friday,DTS,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,9,(null),NONE,N,N,CALM,16,BLACK,5.9,165,(null),BROOKLYN
14-06-2019,165,22:33:00,1353,June,Friday,POM,1,BURGLARY,BURGLARY,10,(null),NONE,N,N,NERVOUS,16,BLACK HISPANIC,5.5,140,NONE,BROOKLYN
14-06-2019,165,00:00:00,0,June,Friday,POM,1,CPW,CPW,13,(null),NONE,N,Y,DEFEATED,36,BLACK,6.1,180,(null),BROOKLYN
21-06-2019,172,18:45:00,1125,June,Friday,POM,1,CPW,CPW,2,(null),NONE,Y,N,CALM,24,BLACK,5.1,190,(null),BROOKLYN
21-06-2019,172,21:05:00,1265,June,Friday,POM,1,CPW,CPW,2,(null),NONE,N,N,NERVOUS AND AGITATED,40,BLACK,6.2,200,(null),BROOKLYN
21-06-2019,172,21:12:00,1272,June,Friday,POM,1,CPW,CPW,3,(null),NONE,Y,N,ANGRY,25,BLACK,5.8,165,(null),BROOKLYN
14-06-2019,165,00:00:00,0,June,Friday,DTS,1,CPW,CPW,5,(null),NONE,N,N,UPSET,29,BLACK,6.2,165,(null),BROOKLYN
14-06-2019,165,20:46:00,1246,June,Friday,POM,1,ROBBERY,ROBBERY,9,ROBBERY,ROBBERY,N,N,UPSET AND NERVOUS,16,BLACK,5.1,160,(null),BROOKLYN
21-06-2019,172,01:48:00,108,June,Friday,DTS,1,CPW,CPW,3,(null),NONE,N,N,#N/A,19,BLACK,5.7,130,(null),BROOKLYN
14-06-2019,165,18:37:00,1117,June,Friday,POM,1,CPW,CPW,12,(null),NONE,Y,N,RUDE,35,BLACK,5.9,155,N/A,BROOKLYN
07-06-2019,158,22:19:00,1339,June,Friday,POM,1,CPW,CPW,5,(null),NONE,Y,N,UPSET/ANGRY,39,BLACK,5.8,190,N/A,BROOKLYN
07-06-2019,158,22:41:00,1361,June,Friday,POM,1,ASSAULT,ASSAULT,13,(null),NONE,Y,N,UNDERSTANDING,17,BLACK,5.1,130,RED DU RAG/ BLACK JEANS/ RED AND BLACK SNEAKERS,BROOKLYN
07-06-2019,158,22:41:00,1361,June,Friday,POM,1,ASSAULT,ASSAULT,13,(null),NONE,Y,N,ANGRY,25,BLACK,5.8,140,(null),BROOKLYN
07-06-2019,158,22:41:00,1361,June,Friday,POM,1,ASSAULT,ASSAULT,13,(null),NONE,Y,N,UNDERSTANDING,17,BLACK,5.1,130,RED DU RAG,BROOKLYN
28-06-2019,179,01:50:00,110,June,Friday,POM,1,CPW,CPW,10,(null),NONE,N,N,CALM,22,BLACK,5.1,180,(null),BROOKLYN
28-06-2019,179,01:50:00,110,June,Friday,POM,1,CPW,CPW,10,(null),NONE,N,N,CALM,13,BLACK,5.6,150,N/A,BROOKLYN
28-06-2019,179,01:50:00,110,June,Friday,POM,1,CPW,CPW,10,(null),NONE,N,N,CALM,21,BLACK,5.11,190,N/A,BROOKLYN
28-06-2019,179,01:50:00,110,June,Friday,POM,1,CPW,CPW,10,(null),NONE,N,N,CALM,17,BLACK,5.5,130,N/A,BROOKLYN
28-06-2019,179,01:50:00,110,June,Friday,POM,1,CPW,CPW,10,(null),NONE,N,N,CALM,18,BLACK,5.1,160,N/A,BROOKLYN
28-06-2019,179,01:50:00,110,June,Friday,POM,1,CPW,CPW,10,(null),NONE,N,N,CALM,23,BLACK,5.11,210,N/A,BROOKLYN
07-06-2019,158,10:05:00,605,June,Friday,POM,2,OTHER,OTHER,7,(null),NONE,Y,N,UNCOOPERATIVE,15,BLACK,5.6,160,(null),BROOKLYN
14-06-2019,165,02:47:00,167,June,Friday,POM,1,CPW,CPW,2,(null),NONE,N,N,HAPPY/NICE,19,BLACK,5.1,150,PURPLE DURAG,BROOKLYN
28-06-2019,179,16:10:00,970,June,Friday,POM,1,CPW,CPW,3,(null),NONE,N,N,IRATE,20,BLACK,5.11,165,(null),BROOKLYN
14-06-2019,165,11:27:00,687,June,Friday,POM,1,CPW,CPW,3,(null),NONE,N,N,"AGITATED, NERVOUS",18,BLACK HISPANIC,5.1,160,"BLUE CAMOUFLAGE DU-RAG, BLACK HOODED SWEATER, BLUE JEANS",BROOKLYN
21-06-2019,172,01:09:00,69,June,Friday,DTS,2,CPW,CPW,4,(null),NONE,N,N,ANGRY,18,BLACK,6.2,170,(null),BROOKLYN
28-06-2019,179,19:44:00,1184,June,Friday,POM,1,ASSAULT,ASSAULT,17,(null),NONE,Y,N,UPSET,21,BLACK,6.4,170,TATTOOS,QUEENS
28-06-2019,179,00:30:00,30,June,Friday,POM,2,ASSAULT,ASSAULT,6,(null),NONE,N,N,CALM,19,BLACK,6.3,170,(null),QUEENS
14-06-2019,165,02:40:00,160,June,Friday,POM,1,ROBBERY,ROBBERY,2,(null),NONE,Y,N,POLITE,27,(null),5.9,165,(null),QUEENS
14-06-2019,165,04:22:00,262,June,Friday,POM,5,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,15,GRAND LARCENY AUTO,GRAND LARCENY AUTO,Y,Y,"CALM, COMMUNICATIVE, RESPECTFUL",29,WHITE HISPANIC,5.7,180,UNKNOWN,QUEENS
14-06-2019,165,04:22:00,262,June,Friday,POM,5,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,15,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,Y,N,"CALM, COMMUNICATIVE",21,BLACK HISPANIC,5.11,180,UNKNOWN,QUEENS
14-06-2019,165,10:51:00,651,June,Friday,POM,1,CPW,CPW,15,(null),NONE,Y,N,NERVOUS,41,WHITE HISPANIC,5.6,180,"CURLY HAIR, BLACK HOODIE, BLACK SHIRT, BLUE JEANS",QUEENS
14-06-2019,165,10:51:00,651,June,Friday,POF,5,CPW,CPW,19,ASSAULT,ASSAULT,Y,Y,CALM,40,BLACK,5.5,200,"BLUE BASEBALL CAP, BLUE SHIRT, BLUE JEANS, BLACK SNEAKERS",QUEENS
21-06-2019,172,00:30:00,30,June,Friday,POM,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,1,OTHER,OTHER,Y,N,NERVOUS,26,WHITE,5.8,125,"MALE WHITE BLONDE HAIR, LIGHT BLUE T SHIRT, GRAY SWEAT PANTS, BLACK SHOES",QUEENS
14-06-2019,165,18:34:00,1114,June,Friday,POM,1,CPW,CPW,9,(null),NONE,N,N,"NERVOUS, LOOKING AROUND, TALKING VERY LOUD AND AGGRESSIVE",20,WHITE HISPANIC,5.7,140,UNKNOWN,QUEENS
14-06-2019,165,18:34:00,1114,June,Friday,POM,1,CPW,CPW,9,CPW,CPW,N,Y,"NERVOUS, ANGRY, SWEATING, AGGRESSIVE AND REACHING INTO POCKETS",16,WHITE HISPANIC,5.9,140,UNKNOWN,QUEENS
07-06-2019,158,16:00:00,960,June,Friday,POM,0,CPW,CPW,3,(null),NONE,Y,Y,ANGRY,19,BLACK,5.9,160,(null),STATEN ISLAND
28-06-2019,179,07:05:00,425,June,Friday,POF,1,BURGLARY,BURGLARY,3,(null),NONE,Y,N,CALM,36,WHITE,6,190,NONE,STATEN ISLAND
15-06-2019,166,09:00:00,540,June,Saturday,POM,1,ROBBERY,ROBBERY,8,(null),NONE,Y,N,"CALM, UNDERSTANDING",15,BLACK HISPANIC,5.8,150,N/A,MANHATTAN
29-06-2019,180,00:39:00,39,June,Saturday,POM,1,ROBBERY,ROBBERY,5,RECKLESS ENDANGERMENT,OTHER,Y,N,EXCITED,14,WHITE HISPANIC,5.9,170,(null),MANHATTAN
08-06-2019,159,21:15:00,1275,June,Saturday,POM,5,ASSAULT,ASSAULT,6,(null),NONE,N,N,NORMAL,17,WHITE HISPANIC,5.1,160,(null),MANHATTAN
08-06-2019,159,21:45:00,1305,June,Saturday,POM,2,ASSAULT,ASSAULT,4,(null),NONE,N,N,#N/A,18,BLACK,5.5,150,(null),MANHATTAN
08-06-2019,159,21:45:00,1305,June,Saturday,POM,2,ASSAULT,ASSAULT,4,(null),NONE,N,N,NORMAL,19,BLACK,5.7,130,(null),MANHATTAN
08-06-2019,159,21:15:00,1275,June,Saturday,POM,2,ASSAULT,ASSAULT,5,(null),NONE,N,N,CALM,17,WHITE HISPANIC,5.8,150,"DARK TOP, DARK PANTS, DARK SNEAKERS",MANHATTAN
22-06-2019,173,02:50:00,170,June,Saturday,POM,5,ASSAULT,ASSAULT,5,(null),NONE,N,N,INTOXICATED,23,WHITE HISPANIC,5.4,140,(null),MANHATTAN
22-06-2019,173,01:15:00,75,June,Saturday,POM,1,CPW,CPW,20,(null),NONE,N,N,CALM,15,BLACK,5.5,120,(null),MANHATTAN
22-06-2019,173,01:15:00,75,June,Saturday,POM,1,CPW,CPW,20,(null),NONE,N,N,CALM,15,BLACK,5.5,120,(null),MANHATTAN
22-06-2019,173,01:15:00,75,June,Saturday,POM,1,MENACING,MENACING,20,(null),NONE,N,N,CALM,15,WHITE HISPANIC,5.5,130,HOODIES,MANHATTAN
22-06-2019,173,01:15:00,75,June,Saturday,POM,1,MENACING,MENACING,20,(null),NONE,N,N,CALM,15,WHITE HISPANIC,5.8,160,(null),MANHATTAN
22-06-2019,173,01:15:00,75,June,Saturday,POM,1,MENACING,MENACING,20,(null),NONE,N,N,CALM,16,WHITE HISPANIC,5.5,130,HOODIE,MANHATTAN
22-06-2019,173,01:15:00,75,June,Saturday,POM,1,MENACING,MENACING,20,(null),NONE,N,N,CALM,15,WHITE HISPANIC,5.5,130,(null),MANHATTAN
08-06-2019,159,01:25:00,85,June,Saturday,POM,1,CPW,CPW,10,(null),NONE,N,N,CALM,25,BLACK HISPANIC,6.2,175,(null),MANHATTAN
15-06-2019,166,01:35:00,95,June,Saturday,POM,1,ROBBERY,ROBBERY,2,(null),NONE,N,N,#N/A,46,BLACK,6,230,(null),MANHATTAN
15-06-2019,166,01:45:00,105,June,Saturday,POM,1,ROBBERY,ROBBERY,35,(null),NONE,Y,N,RESISTING,17,BLACK,5.1,145,(null),MANHATTAN
01-06-2019,152,22:48:00,1368,June,Saturday,POM,1,OTHER,OTHER,10,(null),NONE,Y,N,NERVOUS,19,BLACK,6.3,200,BLACK HAT,MANHATTAN
15-06-2019,166,23:14:00,1394,June,Saturday,POF,1,CPW,CPW,3,(null),NONE,Y,N,CALM,29,BLACK,6.1,150,TATTOO OF LIPS ON LEFT SIDE OF NECK,MANHATTAN
22-06-2019,173,13:23:00,803,June,Saturday,POM,1,PETIT LARCENY,PETIT LARCENY,3,PETIT LARCENY,PETIT LARCENY,Y,N,IRATE,35,WHITE HISPANIC,5.9,175,TATTOOS ON ARMS,MANHATTAN
01-06-2019,152,01:50:00,110,June,Saturday,POM,1,CPW,CPW,15,CPW,CPW,Y,Y,CALM,31,BLACK,5.8,165,(null),MANHATTAN
29-06-2019,180,19:46:00,1186,June,Saturday,DTS,1,GRAND LARCENY,GRAND LARCENY,5,(null),NONE,Y,N,NERVOUS,14,BLACK,5.4,115,BANDAID UNDER LEFT EYE,MANHATTAN
22-06-2019,173,08:03:00,483,June,Saturday,POM,1,ASSAULT,ASSAULT,15,MENACING,MENACING,Y,Y,UPSET,38,WHITE HISPANIC,6,215,MOLE (FACE/HEAD),MANHATTAN
29-06-2019,180,03:35:00,215,June,Saturday,POM,5,ROBBERY,ROBBERY,10,(null),NONE,N,N,CALM/NORMAL,22,BLACK HISPANIC,5.4,160,(null),MANHATTAN
29-06-2019,180,03:35:00,215,June,Saturday,POM,5,ROBBERY,ROBBERY,10,(null),NONE,N,N,CALM/NORMAL,20,BLACK HISPANIC,5.7,160,(null),MANHATTAN
29-06-2019,180,03:35:00,215,June,Saturday,POM,5,ROBBERY,ROBBERY,10,(null),NONE,N,N,CALM/NORMAL,19,BLACK HISPANIC,5.5,160,(null),MANHATTAN
29-06-2019,180,03:35:00,215,June,Saturday,POM,5,ROBBERY,ROBBERY,10,(null),NONE,N,N,CALM/NORMAL,20,BLACK HISPANIC,5.9,160,(null),MANHATTAN
29-06-2019,180,03:35:00,215,June,Saturday,POM,5,ROBBERY,ROBBERY,10,(null),NONE,N,N,CALM/NORMAL,20,BLACK HISPANIC,6.1,160,(null),MANHATTAN
29-06-2019,180,21:55:00,1315,June,Saturday,POM,1,ROBBERY,ROBBERY,3,ROBBERY,ROBBERY,Y,N,"UPSET, CRYING",19,WHITE HISPANIC,5.9,155,(null),BRONX
01-06-2019,152,23:45:00,1425,June,Saturday,POM,1,ASSAULT,ASSAULT,15,CPW,CPW,N,Y,NERVOUS,17,BLACK,5.1,130,(null),BRONX
01-06-2019,152,23:45:00,1425,June,Saturday,POM,1,ASSAULT,ASSAULT,15,CPW,CPW,N,Y,NERVOUS,20,BLACK,5.8,165,(null),BRONX
01-06-2019,152,23:45:00,1425,June,Saturday,POM,1,ASSAULT,ASSAULT,15,CPW,CPW,N,Y,NERVOUS,28,WHITE HISPANIC,5.11,190,(null),BRONX
01-06-2019,152,23:45:00,1425,June,Saturday,POM,1,ASSAULT,ASSAULT,15,CPW,CPW,N,Y,NERVOUS,19,BLACK,5.3,100,(null),BRONX
01-06-2019,152,23:45:00,1425,June,Saturday,POM,1,ASSAULT,ASSAULT,15,CPW,CPW,N,Y,NERVOUS,18,BLACK HISPANIC,5.6,125,(null),BRONX
01-06-2019,152,23:45:00,1425,June,Saturday,POM,1,ASSAULT,ASSAULT,15,CPW,CPW,N,Y,NERVOUS,20,BLACK,5.6,160,(null),BRONX
22-06-2019,173,22:48:00,1368,June,Saturday,POM,1,CPW,CPW,2,(null),NONE,N,N,CALM,20,BLACK,6,170,(null),BRONX
22-06-2019,173,13:54:00,834,June,Saturday,POF,0,CPW,CPW,3,(null),NONE,Y,N,CALM,33,BLACK,6.2,215,(null),BRONX
29-06-2019,180,01:38:00,98,June,Saturday,POM,0,GRAND LARCENY,GRAND LARCENY,5,(null),NONE,Y,N,CALM AND COMPLAINCED,15,WHITE HISPANIC,5.5,145,(null),BRONX
08-06-2019,159,02:55:00,175,June,Saturday,POM,1,OTHER,OTHER,1,CPW,CPW,Y,Y,UPSET,39,BLACK,5.8,165,UNK,BRONX
22-06-2019,173,18:56:00,1136,June,Saturday,POM,5,CPW,CPW,5,(null),NONE,Y,N,UPSET,25,WHITE HISPANIC,5.9,150,(null),BRONX
